State,District,Contractor,Contract/Mod Number,NASA Center,Place of Performance,Award Date,Completion Date,Award Type,Contractor Type - Indicators,Obligations,Change in Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL06AB52T Modification 0 (Base Record),LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",04/18/2006,08/31/2006,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ","$37,430","$37,430",611430,N/A,N/A,COURSE SUPPORT FOR THE PROJECT MANAGEMENT DEVELOPMENT PROGRAM AND SYSTEMS ENGINEERING DEVELOPMENT PROCESS
AK,AK-00,UNIV ALASKA FAIRBANKS,NAG513408 Modification 4,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",04/24/2006,06/30/2006,"Educational Institution,, Grant For Research",Educational - ,$0,$0,[None Indicated],N/A,N/A,"INTELLIGENT DATA SET IDENTIFICATION ASSIMILATION, COLLECTION, AND       TRANSFORMATION SYSTEM"
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNG06GH48G Modification 0 (Base Record),GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",04/27/2006,04/30/2009,"Educational Institution,, Grant For Research",Educational - ,"$195,307","$195,307",[None Indicated],N/A,N/A,"PERMAFROST DYNAMICS, HYDROLOGY IN NORTHERN EURASIA"
AK,AK-00,GEOPHYSICAL INSTITUTE U A F,NAG511371 Modification 3,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",05/01/2006,10/31/2006,"Educational Institution,, Grant For Research",Educational - ,"$100,000","$100,000",[None Indicated],N/A,N/A,ICE SHEET MODELLING
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNG06GG89G Modification 0 (Base Record),GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",05/01/2006,04/14/2009,"Educational Institution,, Grant For Research",Educational - ,"$128,385","$128,385",[None Indicated],N/A,N/A,PLASMA TRANSPORT PROCESSES AT THE GEOMAGNETIC CUSPS & THE MAGNETOSPHERIC FLANK BOUNDARIES
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNG06GH41G Modification 0 (Base Record),GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",05/04/2006,04/14/2009,"Educational Institution,, Grant For Research",Educational - ,"$207,091","$207,091",[None Indicated],N/A,N/A,STEP 2 CURRENT CLIMATE CHANGES OVER EAST SIBERIA
AK,AK-00,UNIVERSITY OF ALASKA (0147),NNG05WC34G Modification 1,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",05/08/2006,06/30/2008,"Educational Institution,, Grant For Research",Educational - ,"$388,103","$388,103",[None Indicated],N/A,N/A,HEX 2: INVESTIGATIONS OF MESOSCALE DRIVERS FOR VERTICAL & HORIZONTAL WINDS IN THE HIGH LATITUDE LOWER THERMOSPHERE
AK,AK-00,UNIVERSITY OF ALASKA (0147),NNG05WC39G Modification 1,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",05/08/2006,05/31/2008,"Educational Institution,, Grant For Research",Educational - ,"$38,829","$38,829",[None Indicated],N/A,N/A,ROPA- ROCKET OBSERVATIONS OF PULSATING AURORA
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNGO4HZ03C Modification 26,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",05/08/2006,03/30/2008,"Educational Institution,, Cost No Fee",Educational - RFP5-53541-GGB,"$1,615,500",$0,541710,N/A,N/A,"OPERATE AND MAINTAIN THE ALSKA SATELLITE FACILITY DATA AND APPL., CTR FOR THE EOSD & ISP"
AK,AK-00,GEOPHYSICAL INSTITUTE U A F,NAG511371 Modification 4,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",05/10/2006,10/31/2006,"Educational Institution,, Grant For Research",Educational - ,"$100,000","$100,000",[None Indicated],N/A,N/A,ICE SHEET MODELLING
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNG06GI50G Modification 0 (Base Record),GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",05/15/2006,05/31/2009,"Educational Institution,, Grant For Research",Educational - ,"$64,954","$64,954",[None Indicated],N/A,N/A,STUDIES OF THE RESUFACING HISTORY OF VENUS
AK,AK-00,GEOPHYSICAL INSTITUTE U A F,NNG04GH64G Modification 2,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",05/15/2006,03/31/2007,"Educational Institution,, Grant For Research",Educational - ,"$400,000","$400,000",[None Indicated],N/A,N/A,"GALCIERS, CLIMATE, THE OCEAN & SOLID EARTH DEFORMATION IN SOUTHERN ALASKA: AN INTERDICIPLIN"
AK,AK-00,MILITARY AND VETERANS AFFAIRS ALASKA DEPARTMENT OF,NNS06AA87G Modification 2,SSC - Stennis Space Center,"FORT RICHARDSON, AK (District 00)",05/16/2006,01/31/2007,"State Government,, Grant For Research",Government - ,$0,$0,[None Indicated],N/A,N/A,EARMARK GRANT FOR THE ALASKA AVIATION SAFETY PROJECT (AASP) TO DEMONSTRATE THAT THE NUMBER OF AVIATION RELATED ACCIDENTS IN AK CAN BE DECREASED THROUGH THE USE OF REMOTE IMAGING PRINCIPLES AND OFF-THE-SHELF TECHNOLOGIES IN THE GENERAL AVIATOR'S COCKPIT AND PRE-FLIGHT PREPARATION PROCESS.
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL06AC11T Modification 0 (Base Record),LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",05/25/2006,08/31/2006,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ","$18,199","$18,199",611430,N/A,N/A,FINANCIAL MANAGEMENT INTERNAL CONTROL FOR OMB CIRCULAR A-123
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNG05GF93H Modification 2,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",05/30/2006,03/14/2010,"Educational Institution,, Training Grant",Educational - ,"$402,941","$402,941",[None Indicated],N/A,N/A,ALASKA SPACE GRANT CONSORTIUM
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNGO4HZ03C Modification 27,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",06/01/2006,03/30/2008,"Educational Institution,, Cost No Fee",Educational - RFP5-53541-GGB,"$175,856",$0,541710,N/A,N/A,"OPERATE AND MAINTAIN THE ALSKA SATELLITE FACILITY DATA AND APPL., CTR FOR THE EOSD & ISP"
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL06AB55T Modification 0 (Base Record),LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",06/08/2006,08/31/2006,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ","$84,372","$84,372",611430,N/A,N/A,COURSE SUPPORT FOR THE PROJECT MANAGEMENT DEVELOPMENT PROGRAM AND SYSTEMS ENGINEERING DEVELOPMENT PROCESS 
AK,AK-00,GEOPHYSICAL INSTITUTE U A F,NNG04GO30G Modification 2,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",06/12/2006,06/30/2006,"Educational Institution,, Grant For Research",Educational - ,"$16,400","$16,400",[None Indicated],N/A,N/A,STUDY OF THE SHAPE & APPEARANCE OF CRATERS ON MARS RESULTING FROMOBLIQUE IMPACT
AK,AK-00,UNIV ALASKA FAIRBANKS,GSFC0200103DNAS501074 Modification 30,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",06/15/2006,03/31/2006,"Educational Institution,Historically Black College Or University,, Cost No Fee",Historically Black Colleges and Universities - ,"$162,072",$0,561210,N/A,N/A,MAINTENANCE/MISSION SUPPORT AT POKER FLATS
AK,AK-00,MSDSPRO LIMITED LIABILITY COMPANY,NNG06AK08P Modification 0 (Base Record),GSFC - Goddard Space Flight Center,"Anchorage, AK (District 00)",07/07/2006,07/07/2007,"Small Business,, Firm Fixed Price",Small Business ONLY - ,"$7,705","$7,705",[None Indicated],N/A,N/A,ANNUAL SOFTWARE MAINTENANCE (POP: 7/7/06 THROUGH 7/7/07)
AK,AK-00,UNIVERSITY OF ALASKA (0147),NNG04GO30G Modification 3,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",07/11/2006,12/30/2006,"Educational Institution,, Grant For Research",Educational - ,$0,$0,[None Indicated],N/A,N/A,STUDY OF THE SHAPE & APPEARANCE OF CRATERS ON MARS RESULTING FROMOBLIQUE IMPACT
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NAG511411 Modification 4,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",07/24/2006,12/31/2006,"Educational Institution,, Grant For Research",Educational - ,"$6,250",$0,[None Indicated],N/A,N/A,TIMED SOLAR EUV EXPERIMENT PHASE E CO-INVESTIGATOR  - SCOTT BAILEY.
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNG06WA03C Modification 3,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",08/03/2006,03/31/2011,"Educational Institution,, Cost No Fee",Educational - ,"$200,000","$200,000",561210,N/A,N/A,"range maintenance, mission support, and facility improvements on a task order basis at the Poker Flat Research Range"
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNGO4HZ03C Modification 28,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",08/14/2006,03/30/2008,"Educational Institution,, Cost No Fee",Educational - RFP5-53541-GGB,"$2,444,397",$0,541710,N/A,N/A,"OPERATE AND MAINTAIN THE ALSKA SATELLITE FACILITY DATA AND APPL., CTR FOR THE EOSD & ISP"
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNG05GM42G Modification 2,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",08/16/2006,07/14/2008,"Educational Institution,, Grant For Research",Educational - ,"$221,766","$221,766",[None Indicated],N/A,N/A,HEATING & MIXING OF THERMOSPHERIC CONSTITUENTS IN SMALL SCALE AURURA
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNGO4HZ03C Modification 29,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",08/17/2006,03/30/2008,"Educational Institution,, Cost No Fee",Educational - RFP5-53541-GGB,$-523,$0,541710,N/A,N/A,"OPERATE AND MAINTAIN THE ALSKA SATELLITE FACILITY DATA AND APPL., CTR FOR THE EOSD & ISP"
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL05AC93T Modification 5,LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",08/28/2006,08/31/2010,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ","$1,541,614","$3,819,696",611430,N/A,N/A,"NASA INTEGRATED LEARNING AND DEVELOPMENT PROGRAM CLIN 0001, PROGRAM OP-- MOD NUMBERS WILL NOT RUN SEQUENTIAL"
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL05AC96T Modification 5,LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",08/28/2006,08/31/2007,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$0,"$300,000",611430,N/A,N/A,CLIN 4  -- MISCELLANEOUS SERVICES --  MODS WILL NOT BE SEQUENTIAL
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL05AD12T Modification 2,LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",08/29/2006,08/31/2007,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ","$43,063","$43,063",611430,N/A,N/A,INTEGRATED LEARNING AND DEVELOPMENT PROGRAM 
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL06AD09T Modification 0 (Base Record),LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",08/29/2006,09/22/2006,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ","$61,488","$61,488",611430,N/A,N/A,MASTER'S FORUM #13
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNX06AF26G Modification 0 (Base Record),NSSC - NASA Shared Services Center,"Juneau, AK (District 00)",09/08/2006,08/31/2009,"Educational Institution,, Grant For Research",Educational - ,"$293,107","$293,107",[None Indicated],N/A,N/A,Seamonster: A Smart Sensor Web in Southeast Alaska
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNX06AE14G Modification 0 (Base Record),NSSC - NASA Shared Services Center,"Fairbanks, AK (District 00)",09/12/2006,07/12/2009,"Educational Institution,, Grant For Research",Educational - ,"$65,000","$65,000",[None Indicated],N/A,N/A,Studies of Small Atypical Martian Impact Craters
AK,AK-00,UNIVERSITY OF ALASKA,GSFC0200103DNAS501074 Modification 31,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",09/13/2006,03/31/2006,"Educational Institution,Historically Black College Or University,, Cost No Fee",Historically Black Colleges and Universities - ,"$-162,130",$0,561210,N/A,N/A,MAINTENANCE/MISSION SUPPORT AT POKER FLATS
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNG06WA03C Modification 4,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",09/18/2006,03/31/2011,"Educational Institution,, Cost No Fee",Educational - ,"$200,000","$200,000",561210,N/A,N/A,"range maintenance, mission support, and facility improvements on a task order basis at the Poker Flat Research Range"
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNG06WA03C Modification 5,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",09/19/2006,03/31/2011,"Educational Institution,, Cost No Fee",Educational - ,"$162,130","$162,130",561210,N/A,N/A,"range maintenance, mission support, and facility improvements on a task order basis at the Poker Flat Research Range"
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNGO4HZ03C Modification 30,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",09/19/2006,03/30/2008,"Educational Institution,, Cost No Fee",Educational - RFP5-53541-GGB,"$200,000",$0,541710,N/A,N/A,"OPERATE AND MAINTAIN THE ALSKA SATELLITE FACILITY DATA AND APPL., CTR FOR THE EOSD & ISP"
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL06AB36T Modification 1,LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",09/22/2006,08/31/2007,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ","$33,920","$33,920",611430,N/A,N/A,COURSE SUPPORT FOR THE PROJECT MANAGEMENT DEVELOPMENT PROGRAM AND SYSTEMS ENGINEERING DEVELOPMENT PROCESS
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL05AD10T Modification 3,LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",09/22/2006,08/31/2007,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ","$56,903","$56,903",611430,N/A,N/A,TEACHING SCIENCE AND TECHNOLOGY COURSES FOR INTEGRATED LEARNING AND DEVELOPMENT PROGRAM
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL06AA95T Modification 1,LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",09/22/2006,08/31/2007,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ","$51,885","$51,885",611430,N/A,N/A,COURSE SUPPPORT FOR THE PROJECT MANAGEMENT DEVELOPMENT PROGRAM AND SYSTEMS ENGINEERING DEVELOPMENT PROCESS
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL05AD11T Modification 2,LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",09/22/2006,08/31/2007,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ","$40,001","$40,001",611430,N/A,N/A,SYSTEM ENGINEERING FUNDAMENTALS COURSES FOR INTEGRATED LEARNING AND DEVELOPMENT PROGRAM
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL06AA81T Modification 1,LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",09/22/2006,08/31/2007,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ","$25,516","$25,516",611430,N/A,N/A,IMPLEMENTATION OF SAGE
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL06AB51T Modification 1,LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",09/22/2006,08/31/2007,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ","$22,799","$22,799",611430,N/A,N/A,COURSE SUPPORT FOR THE PROJECT MANAGEMENT DEVELOPMENT PROGRAM AND SYSTEMS ENGINEERING DEVELOPMENT PROCESS 
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NAG513760 Modification 2,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",09/25/2006,09/30/2007,"Educational Institution,, Grant For Research",Educational - ,"$99,150","$99,150",[None Indicated],N/A,N/A,CONTRIBUTION TO SEA LEVEL RISE OF CHANGES IN ICE VOLUME AND ICE FLOW DYNAMICS OF ALASKA GLACIERS.
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL06AA95T Modification 2,LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",09/26/2006,08/31/2007,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$0,$0,611430,N/A,N/A,COURSE SUPPPORT FOR THE PROJECT MANAGEMENT DEVELOPMENT PROGRAM AND SYSTEMS ENGINEERING DEVELOPMENT PROCESS
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNX06AH42G Modification 0 (Base Record),NSSC - NASA Shared Services Center,"FAIRBANKS, AK (District 00)",09/26/2006,12/31/2009,"Educational Institution,, Grant For Research",Educational - ,"$133,371","$133,371",[None Indicated],N/A,N/A,MICROPULSE LIDAR NETWORK SUPPORT AND STUDY OF POLAR CLOUDS AND AEROSOLS AT AFARS
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL06AA95T Modification 3,LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",09/28/2006,08/31/2006,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ","$10,338","$10,338",611430,N/A,N/A,COURSE SUPPPORT FOR THE PROJECT MANAGEMENT DEVELOPMENT PROGRAM AND SYSTEMS ENGINEERING DEVELOPMENT PROCESS
AK,AK-00,UNIVERSITY OF ALASKA (0147),NNG04GN25H Modification 2,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",09/28/2006,06/30/2007,"Educational Institution,, Grant For Research",Educational - ,"$24,000","$24,000",[None Indicated],N/A,N/A,SOLAR FLARE X-RAY IRRADIANCE AND IT'S IMPACT ON THE EARTHS UPPER ATMOSPHERE.
AK,AK-00,ASRC AIRFIELD AND RANGE SERVICES INCORPORATED,NNH06PP72P Modification 0 (Base Record),HQ - Headquarters Acquisition Division,"Anchorage, AK (District 00)",09/29/2006,11/01/2006,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,Small Business,Small Disadvantaged Business,, Firm Fixed Price","Small Disadvantaged Business,8(A) Program,Small Business - ",$0,$0,541990,N/A,N/A,PHASE IN REQUIREMENT FOR THE HQ OPERATION SUPPORT SERVICE CONTRACT
AK,AK-00,MILITARY AND VETERANS AFFAIRS ALASKA DEPARTMENT OF,NNA06CN48G Modification 0 (Base Record),ARC - Ames Research Center,"JBER, AK (District 00)",09/29/2006,09/30/2008,"State Government,, Grant For Research",Government - EARMARK,"$1,393,472","$1,393,472",[None Indicated],N/A,N/A,Alaska Aviation Safety Project
AL,AL-05,US SPACE AND ROCKET CENTER,NNM05AA27G Modification 1,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",10/01/2005,09/30/2008,"Educational Institution,State Government,, Grant For Research",Educational - ,"$70,000","$70,000",[None Indicated],N/A,N/A,4200121198 FY05 CONGRESSIONAL EARMARK FUNDS TO U S SPACE AND ROCKET CENTER.
AL,AL-05,B A E SYSTEMS ANALY SOLUTN INC,NAG81927 Modification 2,MSFC - Marshall Space Flight Center,"Huntsville, AL (District 05)",10/03/2005,12/30/2005,"[No Vendor Indicators Found], Grant For Research",Other Than Small Business - ,$0,$0,[None Indicated],N/A,N/A,4200021469 ROLE OF IMPURITIES NAD CONVECTION IN MACROMELECULAR CRYSTAL PERFECTION
AL,AL-03,AUBURN UNIV AUBURN,NCC8237 Modification 10,MSFC - Marshall Space Flight Center,"AUBURN, AL (District 03)",10/04/2005,10/31/2005,"Educational Institution,Nonprofit Organization,, Cooperative Agreement",Educational - ,"$119,000","$119,000",[None Indicated],N/A,N/A,PROMOTE COMMERCIALLY FUNDED RESCH & DEV IN THE FIELD OF SPACE POWER AND ADV ELECTRONICS
